"ID"	"PeakTime"	"Location"	"Truck"	"Bus"	"LocationType"	"Sex"	"Alcohol"	"Speeding"	"Weather"	"Visibility"	"HomeDistance"	"Age"	"Fatal"
"1586"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Raining"	"Poor"	16.4819133209169	35.8423578938722	1
"1587"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	18.9898236831098	38.5084152971103	1
"1588"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	17.3557734914963	49.3948825279477	0
"1589"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	20.7085703935075	37.7866621555231	0
"1590"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	16.2055324236682	34.3266398912422	0
"1591"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	12.6469359770113	60.4253628645302	0
"1592"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	51.8870209334688	43.8891643973994	1
"1593"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	17.2243515270044	41.3593130152673	0
"1594"	"am"	"Suburban"	"Y"	"Y"	"GiveWay"	"F"	"Y"	"Y"	"Raining"	"Poor"	13.9238915896799	45.7715170101495	1
"1595"	"am"	"OuterSuburban"	"Y"	"N"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	22.2018548472434	49.4106295941395	0
"1596"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	29.4678940627506	45.6827817154132	0
"1597"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	14.6552567503835	60.0245163671234	0
"1598"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	16.7801434011435	39.2439117435446	0
"1599"	"pm"	"City"	"Y"	"N"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	21.6841231551713	38.0968840691839	1
"1600"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	30.7671003019136	45.2537777777112	1
"1601"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	23.1537497502735	44.2686859354064	0
"1602"	"am"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	26.0365098193007	35.2644412607061	0
"1603"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	17.3628612583732	38.056819998516	0
"1604"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Wet"	"Moderate"	17.1199694299467	43.2915282968457	0
"1605"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	12.3031541461648	45.57094039749	0
"1606"	"pm"	"City"	"N"	"N"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	24.5615886856298	45.8082051649992	0
"1607"	"am"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	16.00673378722	54.351604108662	0
"1608"	"am"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	20.2740498819207	41.5061905900736	1
"1609"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	25.6242545411775	43.8394849601754	0
"1610"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	12.2836287949747	63.283463964069	0
"1611"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	21.3961013128638	41.8040338239554	1
"1612"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	31.2071353688802	41.9253846789937	0
"1613"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	23.8124019306857	48.8333529767076	0
"1614"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	35.2210823186848	47.6826488009332	0
"1615"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	22.5095512108331	50.56435626851	1
"1616"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	20.8876282553504	48.9097078082702	1
"1617"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	17.5906576886102	34.1376666151715	1
"1618"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	31.262989228095	76.8190738798545	1
"1619"	"pm"	"Suburban"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	23.4574169534339	48.6781490228243	0
"1620"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	18.4762517038106	42.5906326274646	0
"1621"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	29.5506741507996	64.1176435539457	0
"1622"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	19.5623379757633	56.5629348981023	0
"1623"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	27.5705082724111	53.4826864204498	1
"1624"	"am"	"Suburban"	"N"	"Y"	"Light"	"F"	"N"	"N"	"Raining"	"Poor"	36.0346168546674	51.9330533940657	1
"1625"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	19.5539048828452	66.9160166947792	1
"1626"	"am"	"Suburban"	"Y"	"N"	"Light"	"M"	"Y"	"N"	"Raining"	"Poor"	20.103910611291	49.9958906809766	1
"1627"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	19.3293398520568	52.3964890450988	1
"1628"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	13.0260631291097	37.9845218701196	0
"1629"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	22.9456291197341	53.6235704619745	0
"1630"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	10.9520703739723	48.5261497573788	1
"1631"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	18.4047859971565	41.9335475936994	0
"1632"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	34.250349114651	70.6746840693394	1
"1633"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	22.8457807526758	43.4458422282526	0
"1634"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	18.1102396491921	55.4582177791798	0
"1635"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	16.3617995647189	41.3327545116161	0
"1636"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	19.8588083003578	42.5183676191636	0
"1637"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	11.3303284437098	60.6120530733994	0
"1638"	"am"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"Y"	"Wet"	"Moderate"	16.8553993085899	58.6627259212315	1
"1639"	"pm"	"OuterSuburban"	"Y"	"N"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	16.7415440448397	42.3133890558688	1
"1640"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	26.2319616039533	33.3175684728821	0
"1641"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	15.1207758781253	42.0554523085146	0
"1642"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	29.9914182162407	52.1874880354181	0
"1643"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	16.5525874919798	33.3303498482442	1
"1644"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	18.3991635787483	61.2656877581875	1
"1645"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	17.877428598962	38.4523780291999	0
"1646"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	15.7745439390922	41.3731783874538	0
"1647"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	16.1135092163176	51.1718264252082	1
"1648"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	20.9156810786933	46.9940043793787	0
"1649"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	16.7400907706782	63.6266396301256	1
"1650"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	13.1914817063454	49.6233404789069	0
"1651"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	24.0809845337329	33.1187415860105	0
"1652"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	13.7263790571102	51.0803572763813	0
"1653"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.1261089341144	55.4381301050244	0
"1654"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	36.4925058014627	49.9530945782166	0
"1655"	"pm"	"OuterSuburban"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	24.6302770182669	33.8113913688847	1
"1656"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	19.6739671078701	64.3011664163571	0
"1657"	"pm"	"City"	"N"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	19.2288740820628	62.2765781718914	0
"1658"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Raining"	"Poor"	26.0725405904621	58.2630911377982	0
"1659"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	18.491420798533	46.690593392517	0
"1660"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	19.0956585803551	40.6493310400665	1
"1661"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	24.2714890172677	42.3514228982993	1
"1662"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	19.3052478438691	37.3690571807869	0
"1663"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	10.4790767331979	35.3428701895758	0
"1664"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	20.997365844866	53.196680383675	1
"1665"	"pm"	"City"	"N"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	23.098842250071	37.0875007684359	0
"1666"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	20.2184980012355	42.2836980605587	1
"1667"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	18.3693126062635	38.866696652374	1
"1668"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	23.1401500363686	50.3904657444439	1
"1669"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	9.0226563618463	43.2488308154906	0
"1670"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	21.8984065762423	32.7276981634378	0
"1671"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	14.1066510872848	44.5756515816018	1
"1672"	"pm"	"City"	"Y"	"N"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	17.2461354338484	45.1640902350574	1
"1673"	"pm"	"Suburban"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Raining"	"Poor"	26.5390113247715	53.4134618577161	0
"1674"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"N"	"Wet"	"Moderate"	21.9371330517136	60.8683726870605	0
"1675"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	20.8162599763651	41.1925944142191	1
"1676"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	39.2324969969738	43.5146339186359	1
"1677"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	24.2711793176015	49.1192223674463	0
"1678"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	16.206276255594	51.4780833639809	0
"1679"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Raining"	"Poor"	26.7455656335942	48.5404871915366	0
"1680"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	37.8910635971727	42.8230606136528	1
"1681"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	32.0647503600876	50.4366598581687	0
"1682"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"Y"	"Y"	"Fine"	"Good"	19.4248423863995	43.7719100696581	0
"1683"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	22.5906525419547	35.3266023665454	0
"1684"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.5108986793195	33.5011702523428	1
"1685"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.4620547166576	50.5336130713459	0
"1686"	"am"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	15.6301230952737	48.2851750335155	0
"1687"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Raining"	"Poor"	15.0716619472725	47.0560012540382	1
"1688"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	23.5680944600096	52.8949019177381	0
"1689"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	18.2733362192042	44.7869782486389	0
"1690"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	18.8610204125992	55.5862305949952	0
"1691"	"am"	"City"	"Y"	"N"	"Light"	"F"	"Y"	"N"	"Wet"	"Moderate"	22.1555008632115	39.6230315144675	1
"1692"	"pm"	"City"	"N"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	18.726184870188	64.3450234918814	0
"1693"	"am"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Raining"	"Poor"	22.175811210528	43.0988833192196	1
"1694"	"pm"	"Suburban"	"N"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	20.9926410776222	50.0494007140728	0
"1695"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	12.3256817466719	65.7734113336517	0
"1696"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Raining"	"Poor"	25.1134562132835	48.9401570336874	0
"1697"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	11.9352560806406	44.676760551895	0
"1698"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Fine"	"Good"	32.6251875345752	54.1979146223797	0
"1699"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	14.6580041148847	34.4218058793904	0
"1700"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	32.4427109514994	34.583818600362	0
"1701"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	27.3844901182806	41.276322003857	1
"1702"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	45.4645186470236	45.7579076945678	0
"1703"	"pm"	"City"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	25.5399873244208	62.4369268621115	0
"1704"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	22.8499227652074	42.583411797795	0
"1705"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	41.7183617024371	35.6525498867503	0
"1706"	"pm"	"City"	"N"	"N"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	13.2929877454454	74.5272855706548	1
"1707"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Wet"	"Moderate"	18.7375773807336	50.1252912953244	0
"1708"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	16.2073299373973	50.9869016391889	0
"1709"	"am"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	20.9258689048207	58.0843537178881	0
"1710"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Raining"	"Poor"	21.4957813993588	48.8583833588691	1
"1711"	"am"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	13.1050630252216	40.7949728421391	0
"1712"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	23.2542463221906	48.5604820288911	0
"1713"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	10.9816268431608	54.1189920032084	0
"1714"	"am"	"City"	"N"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.7642612843766	49.4280815672523	0
"1715"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Wet"	"Moderate"	22.1902826840699	24.4545154014844	1
"1716"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Raining"	"Poor"	18.1171008566073	38.8017719313889	0
"1717"	"am"	"City"	"Y"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Fine"	"Good"	16.8865803883884	38.9039594533455	0
"1718"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	15.6372899466167	41.1382504427697	0
"1719"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	17.3633744242057	42.9451478056137	1
"1720"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	17.7315083239681	58.8598178800522	0
"1721"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	23.6653109780568	35.7199351720767	1
"1722"	"am"	"City"	"Y"	"N"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	18.4551122611952	37.3822392726902	0
"1723"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	16.5055773666268	39.0875292192947	1
"1724"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Fine"	"Good"	26.2518676137148	44.4412045275159	1
"1725"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	29.8339408792828	50.9896568376624	0
"1726"	"pm"	"Suburban"	"N"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	24.3082095296076	64.2287903671926	1
"1727"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	14.5766212699922	40.5732725051387	0
"1728"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Wet"	"Moderate"	18.9374391310788	51.8584920754057	1
"1729"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	17.0229683414459	37.0654854379284	0
"1730"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Wet"	"Moderate"	21.4247410854724	32.5151464373908	1
"1731"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	15.6292808517116	39.7950981926613	1
"1732"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	17.5149648718488	38.593394207597	1
"1733"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Wet"	"Moderate"	20.9693810427519	35.9742759615588	1
"1734"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	16.530809860065	46.3614153064816	0
"1735"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Raining"	"Poor"	21.7705234790181	50.3242146113576	0
"1736"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	20.5015159298173	41.4943045634553	0
"1737"	"am"	"Suburban"	"N"	"Y"	"Stop"	"M"	"N"	"Y"	"Fine"	"Good"	18.8980412422781	44.3434120186599	0
"1738"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"F"	"N"	"N"	"Fine"	"Good"	12.7004045615905	40.1703832413876	0
"1739"	"pm"	"City"	"N"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	26.2869927437295	61.9575814352584	0
"1740"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	18.7293671240235	55.1310824446864	0
"1741"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	32.4546956131026	56.475584837241	0
"1742"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Wet"	"Moderate"	24.5254413853825	30.2540263126717	1
"1743"	"am"	"City"	"Y"	"N"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	22.8929088268641	55.4108449417874	1
"1744"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Raining"	"Poor"	25.9578963483394	41.1850249495374	0
"1745"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	18.5119968862262	56.2967541384452	0
"1746"	"am"	"Suburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	16.8330797424147	46.4204092982999	1
"1747"	"pm"	"Suburban"	"Y"	"Y"	"Stop"	"F"	"N"	"Y"	"Wet"	"Moderate"	18.2733552019006	50.0881827214136	0
"1748"	"am"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"N"	"Y"	"Wet"	"Moderate"	23.7015256000435	36.8672969273112	1
"1749"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Fine"	"Good"	13.200518680708	47.3749951682348	1
"1750"	"am"	"Suburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	16.6729259587445	42.0288924582936	1
"1751"	"am"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"Y"	"Wet"	"Moderate"	18.8802749534996	34.0832888749167	0
"1752"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	24.3958903828262	56.7115573489826	1
"1753"	"am"	"Suburban"	"N"	"Y"	"Stop"	"F"	"N"	"Y"	"Fine"	"Good"	20.6055717869208	27.4933788940351	0
"1754"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Fine"	"Good"	24.1860144878395	55.0877503768366	0
"1755"	"pm"	"OuterSuburban"	"N"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	13.8017736373527	57.5846752455858	0
"1756"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"Y"	"N"	"Fine"	"Good"	11.8059070217093	44.4201171754403	0
"1757"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Raining"	"Poor"	14.1317508597198	38.9508802481509	0
"1758"	"pm"	"City"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Raining"	"Poor"	35.7177975315078	74.5731447667928	0
"1759"	"pm"	"OuterSuburban"	"Y"	"Y"	"Stop"	"M"	"Y"	"N"	"Raining"	"Poor"	19.1158177823842	55.2329986379944	1
"1760"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	12.4016958336745	57.583763640228	0
"1761"	"pm"	"Suburban"	"Y"	"N"	"Stop"	"F"	"N"	"N"	"Fine"	"Good"	21.0996087321749	39.3772501361499	0
"1762"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Wet"	"Moderate"	29.6821634620263	34.7491787646203	0
"1763"	"pm"	"OuterSuburban"	"Y"	"Y"	"Light"	"M"	"N"	"N"	"Fine"	"Good"	25.5146881767841	40.3595795159329	0
"1764"	"am"	"OuterSuburban"	"Y"	"N"	"Stop"	"M"	"N"	"N"	"Fine"	"Good"	27.2452680238288	51.5303076571515	1
"1765"	"pm"	"Suburban"	"Y"	"Y"	"Light"	"F"	"N"	"Y"	"Fine"	"Good"	19.5260905683503	35.2610419572833	0
"1766"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"Y"	"Raining"	"Poor"	15.1327019631258	42.4779449940141	0
"1767"	"am"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Raining"	"Poor"	13.0533564104558	44.5063912840791	1
"1768"	"pm"	"City"	"Y"	"Y"	"Stop"	"M"	"Y"	"Y"	"Fine"	"Good"	10.6433312055365	42.0095621097988	0
"1769"	"am"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"N"	"Fine"	"Good"	13.8355721124402	49.4922831750013	0
"1770"	"pm"	"City"	"Y"	"Y"	"Light"	"M"	"Y"	"Y"	"Fine"	"Good"	24.0376433554163	38.7212669949976	0
"1771"	"pm"	"City"	"Y"	"Y"	"Stop"	"F"	"Y"	"N"	"Wet"	"Moderate"	16.0458503448593	37.66221915888	0
"1772"	"pm"	"OuterSuburban"	"N"	"Y"	"GiveWay"	"M"	"Y"	"Y"	"Fine"	"Good"	15.543063590926	51.2503649205593	0
